#PPI	ID_b	Sym_b	LocID_b	ID_p	Sym_p	LocID_p	Y2H	Exp	Hs	Dm	Ce	Sc	GO	Qcount
522	555	FGFR3	2261	1620	SLC25A6	293	SD4		Y2H:30	GIOT:31	WI5:22			3
523	565	FLJ10094	55068	475	EEF1G	1937	LacZ4		Y2H:40	GIOT:22|GIOT:13				3
524	571	FLJ10350	55700	323	COPS6	10980	LacZ4		Y2H:40	GIOT:22				3
525	577	FLJ10618	55186	1409	PTN	5764	LacZ4			GIOT:31		MIPS:22|MIPS:31		3
526	590	FLJ13052	65220	475	EEF1G	1937	LacZ4	Memb:pos		GIOT:22|GIOT:13		MIPS:22		3
527	605	FLJ20487	54949	466	EEF1A1	1915	LacZ4		Y2H:40	GIOT:22				3
528	605	FLJ20487	54949	833	IKBKAP	8518	LacZ4		Y2H:40	GIOT:22				3
529	617	FLJ22386	79641	323	COPS6	10980	LacZ4		Y2H:40	GIOT:22				3
530	617	FLJ22386	79641	897	KIAA1377	57562	LacZ4		Y2H:40	GIOT:22				3
531	646	FTH1	2495	164	BRD7	29117	LacZ4		Y2H:40		WI5:31			3
532	646	FTH1	2495	342	CRMP1	1400	LacZ4		Y2H:40		WI5:31			3
533	646	FTH1	2495	1845	UBR1	197131	LacZ4		Y2H:40		WI5:31			3
534	647	FTL	2512	647	FTL	2512	LacZ4	PMID:8713073|PMID:8660274		GIOT:11			GO:0008199|GO:0006826|GO:0006879	3
535	648	FTS	64400	725	GTF3C1	2975	LacZ4		Y2H:40	GIOT:31				3
536	648	FTS	64400	840	IMMT	10989	LacZ4		Y2H:40	GIOT:13				3
537	648	FTS	64400	1326	POLA2	23649	LacZ4		Y2H:40	GIOT:13|GIOT:31				3
538	649	FUBP1	8880	341	CRMP1	1400	LacZ4		HPRD:31|Y2H:40		WI5:21|WI5:22|WI5:31			3
539	653	FXR1	8087	174	C14orf1	11161	LacZ4		Y2H:40	GIOT:22				3
540	653	FXR1	8087	1000	LUC7L2	51631	LacZ4		Y2H:30|Y2H:40	GIOT:22				3
541	653	FXR1	8087	1476	RIF1	55791	LacZ4		Y2H:40	GIOT:22				3
542	655	FXYD6	53826	1759	TLE1	7088	LacZ4		HPRD:22|HPRD:31|Y2H:40		WI5:31			3
543	655	FXYD6	53826	1788	TP53	7157	LacZ4		HPRD:22|HPRD:31|Y2H:40		WI5:31			3
544	655	FXYD6	53826	1853	UNC119	9094	LacZ4		HPRD:22|HPRD:31|Y2H:40		WI5:31			3
545	680	GIPC2	54810	1063	MGC15730	84966	LacZ4		Y2H:40	GIOT:22|GIOT:31				3
546	680	GIPC2	54810	1580	SETDB1	9869	LacZ4		Y2H:40	GIOT:21|GIOT:22|GIOT:31				3
547	680	GIPC2	54810	1853	UNC119	9094	LacZ4		Y2H:40	GIOT:22|GIOT:31				3
548	697	GNB5	10681	1043	MCM2	4171	SD4				WI5:31	MIPS:31	GO:0017111	3
549	704	GOLPH2	51280	645	FTH1	2495	SD4		Y2H:40	GIOT:22	WI5:31			3
550	708	GPD1	2819	1409	PTN	5764	LacZ4			GIOT:22	WI5:22			3
551	713	GPS2	2874	288	CHD3	1107	LacZ4		HPRD:22|HPRD:31|Y2H:40	GIOT:21|GIOT:22				3
552	713	GPS2	2874	1580	SETDB1	9869	LacZ4		HPRD:22|HPRD:31|Y2H:40	GIOT:22|GIOT:13				3
553	720	GSTM4	2948	1476	RIF1	55791	LacZ4		HPRD:31|Y2H:40		WI5:31			3
554	720	GSTM4	2948	1759	TLE1	7088	LacZ4		HPRD:22|HPRD:31|Y2H:40		WI5:31			3
555	720	GSTM4	2948	1788	TP53	7157	LacZ4		HPRD:22|HPRD:31|Y2H:40		WI5:31			3
556	720	GSTM4	2948	1853	UNC119	9094	LacZ4		HPRD:31|Y2H:40		WI5:31			3
557	721	GSTO1	9446	812	HTATIP	10524	LacZ4	Bdg:neg	HPRD:22|Y2H:40	GIOT:22|GIOT:13|GIOT:31				3
558	721	GSTO1	9446	1580	SETDB1	9869	LacZ4		HPRD:22|Y2H:40	GIOT:22				3
559	722	GSTP1	2950	1409	PTN	5764	LacZ4		Y2H:40		WI5:22			3
560	728	HABP4	22927	286	CHD3	1107	LacZ4	PMID:12505151	HPRD:22|Y2H:40	GIOT:22				3
561	734	HBXIP	10542	466	EEF1A1	1915	LacZ4		HPRD:22|HPRD:31|Y2H:40	GIOT:22|GIOT:13				3
562	734	HBXIP	10542	668	GAPD	2597	LacZ4		HPRD:31|Y2H:40	GIOT:22|GIOT:13				3
563	734	HBXIP	10542	681	GIT1	28964	LacZ4		HPRD:22|Y2H:40	GIOT:22|GIOT:31				3
563	735	HBXIP	10542	681	GIT1	28964	LacZ4		HPRD:22|Y2H:40	GIOT:22|GIOT:31				3
564	734	HBXIP	10542	897	KIAA1377	57562	LacZ4		Y2H:40			MIPS:31		3
564	735	HBXIP	10542	897	KIAA1377	57562	LacZ4		Y2H:40			MIPS:31		3
565	734	HBXIP	10542	1476	RIF1	55791	LacZ4		Y2H:40	GIOT:31				3
565	735	HBXIP	10542	1476	RIF1	55791	LacZ4		Y2H:40	GIOT:31				3
566	757	HLA-DQA1	3117	1476	RIF1	55791	LacZ4		HPRD:31|Y2H:40		WI5:31			3
567	757	HLA-DQA1	3117	1759	TLE1	7088	LacZ4		HPRD:31|Y2H:40		WI5:31			3
568	757	HLA-DQA1	3117	1853	UNC119	9094	LacZ4		HPRD:31|Y2H:40		WI5:31			3
569	760	HMG20B	10362	1872	VIM	7431	LacZ4		HPRD:22	GIOT:22				3
570	762	HMGB1	3146	1476	RIF1	55791	SD4		HPRD:22|HPRD:31|Y2H:40	GIOT:22	WI5:31			3
571	762	HMGB1	3146	1853	UNC119	9094	LacZ4		HPRD:22|HPRD:31|Y2H:40		WI5:31			3
572	764	HMOX2	3163	284	CGI-125	51003	LacZ4		Y2H:30|Y2H:40	GIOT:31				3
573	764	HMOX2	3163	681	GIT1	28964	LacZ4		Y2H:40	GIOT:22|GIOT:31				3
574	764	HMOX2	3163	897	KIAA1377	57562	LacZ4		Y2H:40		WI5:31			3
575	764	HMOX2	3163	1476	RIF1	55791	LacZ4		Y2H:40	GIOT:22|GIOT:31				3
576	772	HNRPH1	3187	341	CRMP1	1400	SD4		HPRD:22	GIOT:22	WI5:22			3
577	776	HNRPR	10236	782	HRMT1L2	3276	LacZ4	PMID:12183049	HPRD:12|HPRD:22|HPRD:13|HPRD:31			MIPS:11|MIPS:13		3
577	777	HNRPR	10236	782	HRMT1L2	3276	LacZ4	Bdg:pos	HPRD:12|HPRD:22|HPRD:13|HPRD:31			MIPS:11|MIPS:13		3
578	778	HNRPUL1	11100	174	C14orf1	11161	LacZ4	Memb:pos	Y2H:40	GIOT:21|GIOT:22|GIOT:31				3
579	778	HNRPUL1	11100	284	CGI-125	51003	LacZ4		Y2H:40	GIOT:21|GIOT:22|GIOT:13|GIOT:31				3
580	778	HNRPUL1	11100	341	CRMP1	1400	LacZ4		Y2H:40	GIOT:21|GIOT:22|GIOT:31				3
580	778	HNRPUL1	11100	342	CRMP1	1400	LacZ4		Y2H:40	GIOT:21|GIOT:22|GIOT:31				3
581	778	HNRPUL1	11100	639	FNBP3	55660	LacZ4	Memb:pos	Y2H:40	GIOT:13|GIOT:31				3
582	783	HRMT1L2	3276	284	CGI-125	51003	LacZ4		HPRD:31|Y2H:40	GIOT:22				3
583	782	HRMT1L2	3276	782	HRMT1L2	3276	LacZ4	Bdg:pos	HPRD:11				GO:0006479	3
583	783	HRMT1L2	3276	782	HRMT1L2	3276	LacZ4		HPRD:11				GO:0006479	3
584	794	HSPA8	3312	524	ERH	2079	SD4		HPRD:22|HPRD:31	GIOT:13|GIOT:31	WI5:13|WI5:31			3
585	790	HSPA8	3312	543	FBP1	2203	LacZ4			GIOT:13		MIPS:12|MIPS:13		3
586	790	HSPA8	3312	1832	UBC	7316	LacZ4			GIOT:13	WI5:12			3
587	795	HSPB1	3315	284	CGI-125	51003	LacZ4		HPRD:31|Y2H:40	GIOT:31				3
588	795	HSPB1	3315	408	DKFZP564O0523	84060	LacZ4		HPRD:31|Y2H:40	GIOT:22|GIOT:31				3
589	795	HSPB1	3315	1476	RIF1	55791	LacZ4		HPRD:22|HPRD:31|Y2H:40	GIOT:22|GIOT:31				3
590	795	HSPB1	3315	1788	TP53	7157	LacZ4		HPRD:13|HPRD:31|Y2H:30|Y2H:40	GIOT:22|GIOT:31				3
591	796	HSPB3	8988	1853	UNC119	9094	LacZ4		HPRD:31|Y2H:40		WI5:31			3
592	807	HSPE1	3336	71	APLP1	333	LacZ4		Y2H:30|Y2H:40			MIPS:22		3
593	807	HSPE1	3336	1904	ZHX1	11244	SD4		Y2H:30|Y2H:40	GIOT:22|GIOT:31		MIPS:22		3
594	809	HSU79303	29903	174	C14orf1	11161	LacZ4		HPRD:31|Y2H:40	GIOT:31				3
595	809	HSU79303	29903	408	DKFZP564O0523	84060	LacZ4		HPRD:31|Y2H:40		WI5:31			3
596	818	ID2	3398	1476	RIF1	55791	LacZ4		HPRD:31|Y2H:40		WI5:31			3
597	818	ID2	3398	1853	UNC119	9094	LacZ4		HPRD:31|Y2H:40		WI5:31			3
598	832	IK	3550	286	CHD3	1107	LacZ4	Bdg:pos	HPRD:22|HPRD:31|Y2H:40	GIOT:21|GIOT:22				3
599	832	IK	3550	812	HTATIP	10524	LacZ4	Bdg:pos	HPRD:22|HPRD:31|Y2H:40	GIOT:13|GIOT:31				3
600	853	ITGB4BP	3692	29	ACTG1	71	SD4		HPRD:13	GIOT:22	WI5:31			3
601	853	ITGB4BP	3692	565	FLJ10094	55068	LacZ4		Y2H:40	GIOT:21				3
602	853	ITGB4BP	3692	681	GIT1	28964	LacZ4		HPRD:22|HPRD:13|Y2H:40	GIOT:22|GIOT:31				3
603	853	ITGB4BP	3692	749	HIP1	3092	LacZ4		Y2H:40	GIOT:21|GIOT:22|GIOT:31				3
604	853	ITGB4BP	3692	1326	POLA2	23649	LacZ4		Y2H:30|Y2H:40	GIOT:22				3
605	857	ITSN1	6453	466	EEF1A1	1915	SD4		HPRD:13|Y2H:40	GIOT:12|GIOT:22|GIOT:13|GIOT:31				3
605	858	ITSN1	6453	466	EEF1A1	1915	LacZ4		HPRD:13|Y2H:40	GIOT:12|GIOT:22|GIOT:13|GIOT:31				3
606	857	ITSN1	6453	912	KIF5A	3798	LacZ4		Y2H:40	GIOT:22|GIOT:13				3
606	858	ITSN1	6453	912	KIF5A	3798	LacZ4		Y2H:40	GIOT:22|GIOT:13				3
607	857	ITSN1	6453	1853	UNC119	9094	SD4		HPRD:21|HPRD:22|HPRD:13|Y2H:40	GIOT:22|GIOT:31		MIPS:22		3
607	858	ITSN1	6453	1853	UNC119	9094	SD4		HPRD:21|HPRD:22|HPRD:13|Y2H:40	GIOT:22|GIOT:31		MIPS:22		3
608	919	KNSL7	56992	286	CHD3	1107	LacZ4		Y2H:40	GIOT:31				3
609	919	KNSL7	56992	1872	VIM	7431	LacZ4		HPRD:31|Y2H:40	GIOT:22				3
610	925	LAMA4	3910	323	COPS6	10980	LacZ4		HPRD:31|Y2H:40	GIOT:22|GIOT:31				3
611	925	LAMA4	3910	1409	PTN	5764	LacZ4		HPRD:22|HPRD:31|Y2H:40	GIOT:31				3
612	925	LAMA4	3910	1845	UBR1	197131	LacZ4		HPRD:31|Y2H:40		WI5:22|WI5:31			3
613	925	LAMA4	3910	1904	ZHX1	11244	LacZ4		HPRD:31|Y2H:40	GIOT:31				3
614	942	LMNA	4000	812	HTATIP	10524	LacZ4	Bdg:pos	HPRD:22|HPRD:13	GIOT:22|GIOT:13				3
615	953	LOC162952	162952	1403	PTD004	29789	SD4		Y2H:40	GIOT:13	WI5:22			3
616	961	LOC284169	284169	812	HTATIP	10524	LacZ4	Bdg:pos	HPRD:22|Y2H:30	GIOT:22|GIOT:31				3
617	961	LOC284169	284169	1419	PTPRS	5802	LacZ4		Y2H:30|Y2H:40		WI5:31			3
618	961	LOC284169	284169	1825	TUBB4	10381	LacZ4		Y2H:30|Y2H:40		WI5:31			3
619	980	LOC56901	56901	196	C2orf18	54978	LacZ4		Y2H:40	GIOT:22				3
620	993	LRRC1	55227	341	CRMP1	1400	LacZ4		Y2H:40		WI5:22			3
621	993	LRRC1	55227	897	KIAA1377	57562	LacZ4		Y2H:40		WI5:22			3
622	1001	LUC7L2	51631	286	CHD3	1107	LacZ4	Memb:pos	HPRD:31|Y2H:30|Y2H:40	GIOT:31				3
623	1001	LUC7L2	51631	897	KIAA1377	57562	LacZ4		Y2H:30|Y2H:40	GIOT:31				3
624	1001	LUC7L2	51631	1409	PTN	5764	LacZ4	Memb:neg	Y2H:30|Y2H:40	GIOT:31				3
625	1005	LYAR	55646	1904	ZHX1	11244	LacZ4		Y2H:40			MIPS:22		3
626	1004	LYAR	55646	1908	ZNF145	7704	LacZ4		Y2H:40			MIPS:22		3
627	1012	MAD2L1BP	9587	466	EEF1A1	1915	LacZ4		HPRD:31|Y2H:40	GIOT:22|GIOT:31				3
628	1012	MAD2L1BP	9587	812	HTATIP	10524	LacZ4		HPRD:22|Y2H:40	GIOT:22				3
629	1012	MAD2L1BP	9587	1409	PTN	5764	LacZ4		HPRD:31|Y2H:40				GO:0000074	3
630	1012	MAD2L1BP	9587	1580	SETDB1	9869	LacZ4		HPRD:22|HPRD:31|Y2H:40	GIOT:31				3
631	1015	MAFG	4097	288	CHD3	1107	LacZ4		HPRD:22|HPRD:13|Y2H:40				GO:0000785|GO:0006355|GO:0006366	3
631	1015	MAFG	4097	286	CHD3	1107	LacZ4		HPRD:22|HPRD:13|Y2H:40				GO:0000785|GO:0006355|GO:0006366	3
632	1021	MAN2A2	4122	286	CHD3	1107	LacZ4		Y2H:30|Y2H:40	GIOT:22				3
632	1021	MAN2A2	4122	288	CHD3	1107	LacZ4		Y2H:30|Y2H:40	GIOT:22				3
633	1021	MAN2A2	4122	1872	VIM	7431	LacZ4		Y2H:40	GIOT:22				3
634	1024	MAP1LC3B	81631	69	APG4B	23192	LacZ4		Y2H:40		WI5:11|WI5:22			3
635	1024	MAP1LC3B	81631	868	KBTBD7	84078	LacZ4		Y2H:40		WI5:31			3
636	1024	MAP1LC3B	81631	1671	SQSTM1	8878	LacZ4		Y2H:40		WI5:31			3
637	1029	MAPK10	5602	725	GTF3C1	2975	LacZ4		HPRD:13	GIOT:22				3
638	1029	MAPK10	5602	1853	UNC119	9094	LacZ4		HPRD:22|HPRD:31	GIOT:22|GIOT:13				3
639	1034	MAPK9	5601	897	KIAA1377	57562	LacZ4		HPRD:22|HPRD:31|Y2H:40	GIOT:22|GIOT:31				3
640	1036	MARK3	4140	1813	TTR	7276	LacZ4		HPRD:22|HPRD:31|Y2H:40		WI5:31			3
641	1068	MGC2494	65990	145	BAT3	7917	LacZ4		HPRD:31|Y2H:30|Y2H:40	GIOT:31				3
642	1068	MGC2494	65990	812	HTATIP	10524	LacZ4		HPRD:22|HPRD:31|Y2H:40	GIOT:31				3
643	1084	MGC5352	192111	1907	ZNF145	7704	LacZ4		Y2H:40		WI5:31			3
644	1100	MPHOSPH6	10200	1476	RIF1	55791	LacZ4		HPRD:31|Y2H:40		WI5:31			3
645	1100	MPHOSPH6	10200	1853	UNC119	9094	LacZ4		HPRD:31|Y2H:40		WI5:31			3
646	1100	MPHOSPH6	10200	1904	ZHX1	11244	LacZ4		Y2H:40	GIOT:31				3
647	1105	MRPL12	6182	1106	MRPL12	6182	LacZ4		HPRD:11				GO:0005762	3
648	1112	MRPL42	28977	466	EEF1A1	1915	LacZ4		Y2H:40	GIOT:22				3
649	1113	MRPL44	65080	1580	SETDB1	9869	LacZ4		HPRD:31|Y2H:40	GIOT:22				3
650	1113	MRPL44	65080	1871	VIM	7431	LacZ4		HPRD:31|Y2H:40	GIOT:22|GIOT:31				3
650	1113	MRPL44	65080	1873	VIM	7431	LacZ4		HPRD:31|Y2H:40	GIOT:22|GIOT:31				3
650	1113	MRPL44	65080	1874	VIM	7431	LacZ4		HPRD:31|Y2H:40	GIOT:22|GIOT:31				3
651	1115	MRPS12	6183	174	C14orf1	11161	LacZ4		Y2H:40			MIPS:31		3
652	1115	MRPS12	6183	341	CRMP1	1400	LacZ4		Y2H:40			MIPS:31		3
653	1115	MRPS12	6183	1853	UNC119	9094	LacZ4		HPRD:31|Y2H:40		WI5:31			3
654	1145	NACA	4666	1053	MDS025	60492	LacZ4		Y2H:40	GIOT:22				3
655	1145	NACA	4666	1063	MGC15730	84966	LacZ4		HPRD:22|Y2H:40	GIOT:22				3
656	1145	NACA	4666	1904	ZHX1	11244	SD4		HPRD:22|Y2H:40	GIOT:22		MIPS:22		3
657	1149	NAP1L5	266812	812	HTATIP	10524	LacZ4		Y2H:40				GO:0006325	3
658	1152	NCK2	8440	475	EEF1G	1937	LacZ4		HPRD:22	GIOT:22|GIOT:13				3
659	1161	NDUFB9	4715	729	HAP1	9001	LacZ4		Y2H:40	GIOT:22				3
660	1161	NDUFB9	4715	840	IMMT	10989	LacZ4		Y2H:40				GO:0005743	3
661	1165	NDUFV2	4729	341	CRMP1	1400	LacZ4		Y2H:40		WI5:22			3
662	1178	NICE-1	54544	288	CHD3	1107	LacZ4		Y2H:30|Y2H:40	GIOT:31				3
663	1178	NICE-1	54544	1759	TLE1	7088	LacZ4		HPRD:31|Y2H:40	GIOT:31				3
664	1178	NICE-1	54544	1872	VIM	7431	LacZ4		HPRD:31|Y2H:30|Y2H:40	GIOT:31				3
665	1185	NME3	4832	1184	NME2	4831	LacZ4	Bdg:neg	HPRD:11|HPRD:13				GO:0004550|GO:0006183|GO:0006228|GO:0006241	3
666	1190	NP	4860	1053	MDS025	60492	LacZ4		Y2H:40	GIOT:21				3
667	1190	NP	4860	1788	TP53	7157	LacZ4		HPRD:31|Y2H:40	GIOT:21				3
668	1190	NP	4860	1904	ZHX1	11244	LacZ4		Y2H:40			MIPS:22		3
669	1199	NSF	4905	897	KIAA1377	57562	LacZ4		HPRD:22|Y2H:30|Y2H:40	GIOT:22|GIOT:31				3
670	1199	NSF	4905	1000	LUC7L2	51631	LacZ4		Y2H:30|Y2H:40	GIOT:22				3
671	1203	NUDT3	11165	1514	RPL8	6132	LacZ4			GIOT:22	WI5:22			3
672	1203	NUDT3	11165	1519	RPLP1	6176	LacZ4			GIOT:22	WI5:22			3
673	1218	P4HB	5034	1409	PTN	5764	LacZ4		Y2H:40	GIOT:22				3
674	1222	PAEP	5047	466	EEF1A1	1915	LacZ4		HPRD:22|HPRD:13|HPRD:31|Y2H:40	GIOT:31				3
675	1222	PAEP	5047	658	G22P1	2547	LacZ4		HPRD:13|Y2H:40	GIOT:31				3
676	1224	PAFAH1B2	5049	1517	RPLP0	6175	LacZ4			GIOT:22	WI5:22			3
677	1225	PAFAH1B3	5050	174	C14orf1	11161	LacZ4		HPRD:31|Y2H:40	GIOT:31				3
678	1225	PAFAH1B3	5050	323	COPS6	10980	LacZ4		HPRD:31|Y2H:40	GIOT:22|GIOT:31				3
679	1225	PAFAH1B3	5050	658	G22P1	2547	LacZ4		HPRD:22|HPRD:31|Y2H:40	GIOT:31				3
680	1225	PAFAH1B3	5050	1580	SETDB1	9869	LacZ4		HPRD:31|Y2H:40	GIOT:31				3
681	1225	PAFAH1B3	5050	1904	ZHX1	11244	LacZ4		HPRD:22|HPRD:31|Y2H:40	GIOT:31				3
682	1225	PAFAH1B3	5050	1907	ZNF145	7704	LacZ4		Y2H:40	GIOT:31				3
683	1226	PAICS	10606	286	CHD3	1107	LacZ4		Y2H:40	GIOT:22				3
684	1228	PAI-RBP1	26135	286	CHD3	1107	LacZ4	PMID:12505151	Y2H:40	GIOT:22				3
685	1228	PAI-RBP1	26135	1872	VIM	7431	LacZ4		Y2H:40	GIOT:22				3
686	1230	PAK4	10298	428	DLST	1743	LacZ4			GIOT:13		MIPS:13		3
687	1233	PAPSS1	9061	466	EEF1A1	1915	LacZ4		Y2H:40	GIOT:12|GIOT:22|GIOT:13|GIOT:31				3
688	1233	PAPSS1	9061	1853	UNC119	9094	LacZ4		Y2H:40	GIOT:22|GIOT:13|GIOT:31				3
689	1242	PCDHA4	56144	71	APLP1	333	LacZ4		Y2H:40	GIOT:22				3
690	1242	PCDHA4	56144	466	EEF1A1	1915	LacZ4		HPRD:31|Y2H:40	GIOT:22|GIOT:31				3
691	1242	PCDHA4	56144	1053	MDS025	60492	LacZ4		Y2H:40	GIOT:22				3
692	1242	PCDHA4	56144	1476	RIF1	55791	LacZ4		HPRD:31|Y2H:40		WI5:31			3
693	1242	PCDHA4	56144	1580	SETDB1	9869	LacZ4		HPRD:31|Y2H:40	GIOT:31				3
694	1248	PDCD5	9141	812	HTATIP	10524	LacZ4		Y2H:40		WI5:22			3
695	1248	PDCD5	9141	897	KIAA1377	57562	LacZ4		Y2H:40		WI5:31			3
696	1248	PDCD5	9141	1476	RIF1	55791	LacZ4		Y2H:40	GIOT:22				3
697	1248	PDCD5	9141	1567	SDCCAG16	10813	LacZ4		Y2H:40		WI5:22			3
698	1268	PFDN1	5201	284	CGI-125	51003	LacZ4		HPRD:22|Y2H:40	GIOT:22|GIOT:31				3
699	1268	PFDN1	5201	681	GIT1	28964	LacZ4		Y2H:40	GIOT:22|GIOT:31				3
700	1268	PFDN1	5201	729	HAP1	9001	LacZ4		Y2H:40	GIOT:21|GIOT:22				3
701	1268	PFDN1	5201	897	KIAA1377	57562	LacZ4		HPRD:22|Y2H:40	GIOT:21|GIOT:22|GIOT:31				3
702	1268	PFDN1	5201	1476	RIF1	55791	LacZ4		HPRD:22|Y2H:30|Y2H:40	GIOT:21|GIOT:22|GIOT:31				3
703	1268	PFDN1	5201	1519	RPLP1	6176	LacZ4		HPRD:22|Y2H:30|Y2H:40	GIOT:22|GIOT:31				3
704	1270	PFN1	5216	341	CRMP1	1400	LacZ4		HPRD:31|Y2H:40		WI5:31			3
705	1270	PFN1	5216	1476	RIF1	55791	LacZ4		HPRD:22|HPRD:31|Y2H:40		WI5:31			3
706	1270	PFN1	5216	1853	UNC119	9094	LacZ4		HPRD:22|HPRD:13|HPRD:31|Y2H:40		WI5:31			3
707	1277	PHC2	1912	1562	SCMH1	22955	LacZ4	Bdg:pos	Y2H:40	GIOT:22|GIOT:13				3
708	1319	PMF1	11243	323	COPS6	10980	LacZ4		Y2H:40	GIOT:22				3
709	1320	PMF1	11243	681	GIT1	28964	LacZ4	Memb:pos	Y2H:40	GIOT:22|GIOT:31				3
710	1325	PNUTL1	5413	1271	PFN2	5217	LacZ4	Bdg:pos	Y2H:40	GIOT:22				3
711	1327	POLB	5423	1144	MYST2	11143	LacZ4		Y2H:40				GO:0006260	3
712	1330	POLE2	5427	174	C14orf1	11161	LacZ4		HPRD:31|Y2H:40	GIOT:31				3
713	1330	POLE2	5427	466	EEF1A1	1915	LacZ4		Y2H:40	GIOT:21|GIOT:22|GIOT:31				3
714	1330	POLE2	5427	812	HTATIP	10524	LacZ4	Bdg:pos	HPRD:31|Y2H:40	GIOT:22|GIOT:31				3
715	1330	POLE2	5427	1759	TLE1	7088	LacZ4		HPRD:31|Y2H:40	GIOT:31				3
716	1331	POLR2C	5432	174	C14orf1	11161	SD4		Y2H:40	GIOT:22	WI5:22			3
717	1331	POLR2C	5432	466	EEF1A1	1915	LacZ4		Y2H:40	GIOT:22|GIOT:13				3
718	1331	POLR2C	5432	1634	SMARCC2	6601	SD4		Y2H:40			MIPS:13	GO:0005654|GO:0006366	3
719	1331	POLR2C	5432	1688	STC2	8614	LacZ4		Y2H:40		WI5:22			3
720	1333	POLR3F	10621	812	HTATIP	10524	LacZ4	Memb:pos	HPRD:31|Y2H:40	GIOT:12|GIOT:22				3
721	1333	POLR3F	10621	1688	STC2	8614	LacZ4		Y2H:40		WI5:22			3
722	1336	PP	5464	1580	SETDB1	9869	LacZ4		HPRD:31|Y2H:40	GIOT:22|GIOT:13|GIOT:31				3
723	1360	PQBP1	10084	284	CGI-125	51003	SD4		Y2H:40	GIOT:22			GO:0006355	3
724	1360	PQBP1	10084	466	EEF1A1	1915	LacZ4		HPRD:22|Y2H:40	GIOT:22|GIOT:13				3
725	1361	PRDX1	5052	668	GAPD	2597	LacZ4			GIOT:13		MIPS:12		3
726	1363	PREI3	25843	1043	MCM2	4171	SD4		HPRD:31|Y2H:40	GIOT:22		MIPS:13|MIPS:31		3
727	1363	PREI3	25843	1226	PAICS	10606	LacZ4	Memb:neg	Y2H:40	GIOT:13				3
728	1363	PREI3	25843	1417	PTPRS	5802	SD4		Y2H:30|Y2H:40	GIOT:22|GIOT:31		MIPS:13		3
729	1363	PREI3	25843	1476	RIF1	55791	LacZ4		HPRD:31|Y2H:30|Y2H:40			MIPS:22		3
730	1372	PRKRA	8575	323	COPS6	10980	LacZ4		HPRD:22|HPRD:31|Y2H:40	GIOT:12|GIOT:22				3
731	1372	PRKRA	8575	677	GDF9	2661	LacZ4		HPRD:22|HPRD:31|Y2H:40	GIOT:22				3
732	1371	PRKRA	8575	1370	PRKRA	8575	LacZ4			GIOT:11			GO:0009615|GO:0008285	3
732	1371	PRKRA	8575	1372	PRKRA	8575	LacZ4			GIOT:11			GO:0009615|GO:0008285	3
732	1372	PRKRA	8575	1370	PRKRA	8575	LacZ4			GIOT:11			GO:0009615|GO:0008285	3
733	1372	PRKRA	8575	1580	SETDB1	9869	LacZ4		HPRD:22|HPRD:13|HPRD:31|Y2H:40	GIOT:22				3
734	1384	PSG9	5678	466	EEF1A1	1915	LacZ4		Y2H:40	GIOT:12|GIOT:22|GIOT:13				3
735	1384	PSG9	5678	1476	RIF1	55791	LacZ4		Y2H:40	GIOT:22				3
736	1394	PSMD11	5717	323	COPS6	10980	LacZ4		HPRD:31|Y2H:40	GIOT:12|GIOT:22|GIOT:31				3
737	1394	PSMD11	5717	729	HAP1	9001	LacZ4		Y2H:40	GIOT:31				3
738	1394	PSMD11	5717	1580	SETDB1	9869	LacZ4		HPRD:31|Y2H:40	GIOT:13|GIOT:31				3
739	1394	PSMD11	5717	1904	ZHX1	11244	LacZ4		HPRD:31|Y2H:40	GIOT:31				3
740	1398	PSME1	5720	286	CHD3	1107	LacZ4		Y2H:40	GIOT:22				3
741	1412	PTPN4	5775	812	HTATIP	10524	LacZ4	Bdg:pos	HPRD:22|Y2H:40	GIOT:22				3
742	1418	PTPRS	5802	812	HTATIP	10524	SD4	Memb:pos	HPRD:22|HPRD:31|Y2H:30|Y2H:40	GIOT:22|GIOT:31		MIPS:13		3
743	1418	PTPRS	5802	959	LOC222019	222019	LacZ4	Memb:pos	Y2H:30|Y2H:40			MIPS:22		3
744	1418	PTPRS	5802	1822	TUBB	7280	SD4	Memb:pos	HPRD:22|HPRD:31|Y2H:40	GIOT:22|GIOT:31		MIPS:13		3
745	1418	PTPRS	5802	1845	UBR1	197131	SD4		HPRD:31|Y2H:40	GIOT:31	WI5:31			3
746	1423	PXMP3	5828	174	C14orf1	11161	LacZ4		HPRD:31|Y2H:40			MIPS:13|MIPS:31		3
747	1423	PXMP3	5828	1759	TLE1	7088	LacZ4		HPRD:31|Y2H:40			MIPS:31		3
748	1439	RABAC1	10567	1872	VIM	7431	SD4		HPRD:22|HPRD:13|HPRD:31|Y2H:40	GIOT:22		MIPS:22		3
749	1440	RABIF	5877	1567	SDCCAG16	10813	LacZ4		Y2H:30	GIOT:22				3
750	1444	RAD51	5888	1872	VIM	7431	LacZ4		HPRD:22|HPRD:13|Y2H:40			MIPS:22		3
751	1459	RBM5	10181	1476	RIF1	55791	LacZ4			GIOT:22	WI5:22			3
752	1469	RFC5	5985	323	COPS6	10980	LacZ4		HPRD:22|HPRD:31|Y2H:40	GIOT:22				3
753	1469	RFC5	5985	408	DKFZP564O0523	84060	LacZ4		Y2H:40	GIOT:22				3
